question,answer_llm,answer_orig,document
"Can I pick which capstone projects I want to review, or is that decided for me?","You can’t choose them yourself. After the project submission deadline passes, projects are assigned to you for evaluation, and the list is released later.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is there any way to start reviewing submissions before the project list is released?,No. You can’t review before the project list has been released.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"I submitted my project already, but I still can't review others — is that normal?","Yes, that’s normal.

Even after you’ve submitted your capstone, you **can’t review projects immediately**. Reviews are assigned **only after the submission deadline has passed** and the list of projects has been released. You also **can’t choose which projects** to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone project?,"Please check this GitHub page for several project ideas and datasets, along with tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,"Yes — check the capstone project ideas and datasets on this GitHub page:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several dataset options, example ideas, and guidelines for the LLM Zoomcamp project.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best link to check for capstone project inspiration and data sources?,"The best link is the GitHub page here:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas, datasets, tips, and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?","Yes — check this GitHub page:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas and datasets, along with tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on picking a project — where can I find suggestions and usable datasets?,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?","No — you do **not** have to use Airflow, Mage, or Kestra for the capstone.

A **plain Python script** that ingests and indexes your data is enough for **full points** on the ingestion-pipeline criterion. If you use a **Jupyter notebook** with the same steps, that’s worth **1 point instead of 2**.

Use an orchestrator only if it actually makes sense for your project, for example if you need **recurring ingestion** of data that updates regularly.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?","A Jupyter notebook with the same ingestion and indexing steps is **not** worth the full pipeline points. It gets **1 point instead of 2** for the ingestion-pipeline criterion.

If you want full points, use a **plain Python script** that ingests and indexes the data.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,"Use an orchestrator only when it actually fits the project.

For example, it makes sense for **recurring ingestion of a feed that updates daily**. If your pipeline just needs to ingest and index data once, a **plain Python script is enough** for full points on the ingestion pipeline criterion.

So the rule of thumb is: **don’t add Airflow/Mage/Kestra just to satisfy the rubric**—add it only if your project genuinely needs scheduling or multi-step orchestration.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,"Yes. For the capstone project, you do **not** need a workflow/orchestration tool to get full points on the **ingestion pipeline** criterion.

A **plain Python script** that ingests and indexes your data is enough.  
A **Jupyter notebook** with the same steps gets **1 point instead of 2**.

Use a workflow tool only if it genuinely fits your project.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?","Yes — for the capstone, you should **not add an orchestration tool just for grading**. A **plain Python script** that ingests and indexes your data is enough for full points on the ingestion pipeline criterion.

Use an orchestrator only if it **actually fits your project**, for example if you have **recurring ingestion of data that updates daily**.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,"You can evaluate it in two complementary ways:

1. **Create synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that should retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure retrieval metrics like **hit rate**, **MRR**, or **NDCG**.

2. **Use an LLM as a judge**
   - Sample real or synthetic queries.
   - Run the full RAG/recommender flow.
   - Have an LLM score the result on a fixed rubric, such as **relevance/usefulness on a 1–5 scale**.

If your task is ranking-style and multiple items could be acceptable, **NDCG** is often a better fit than hit rate because it rewards placing good items near the top, not just getting one correct item first.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,"Yes — a good approach is **synthetic ground truth**.

For each item in your dataset, prompt an LLM with that item’s description and ask it to generate about **5 user queries** that should return that item as the **top result**. Then run those queries through your retrieval system and measure metrics like:

- **hit rate**
- **MRR**
- **NDCG**

If your problem is ranking-style and multiple items can be acceptable, **NDCG is often a better fit** than hit rate because it rewards putting good items higher in the list, not just getting the exact first result.

","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?","For a ranking-style RAG system, **NDCG is often the best primary metric**.

Why:
- **Hit rate** only checks whether at least one relevant item appears in the top-k. It doesn’t care about ordering.
- **MRR** focuses on the rank of the first relevant item, which is useful if there is a single best answer.
- **NDCG** is better when **multiple items can be relevant**, because it rewards putting better items higher in the ranked list.

So in practice:
- Use **NDCG** as your main metric for ranking-style retrieval.
- Also report **hit rate** and/or **MRR** if you want additional perspective.

If you want, I can also explain when to prefer each metric with a simple example.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,"Use an **LLM-as-a-judge** on sampled end-to-end RAG outputs:

1. **Sample real queries**
2. **Run the full RAG pipeline** to get the final answer
3. **Prompt another LLM to grade the result** using a fixed rubric you define, for example:
   - 1 = irrelevant
   - 3 = partially relevant / somewhat useful
   - 5 = highly relevant and useful
4. Ask the judge to score criteria like **relevance** and **usefulness** and return the result in a structured format.

This lets you evaluate the pipeline end to end even when you don’t have obvious ground-truth answers.

If you want, I can also show you a sample judge prompt/template.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?","Because when multiple items are acceptable, you care about **ranking quality**, not just whether the single top item is right.

- **Hit rate / top-1 correctness** only checks the first result.
- **NDCG** gives partial credit for placing relevant items near the top and more credit for higher ranks.

So if your recommender returns several good options, NDCG is better because it rewards:
- putting a very relevant item first,
- ranking other acceptable items close behind,
- and overall ordering quality across the list.

In short: **NDCG is more informative than just top-result correctness for ranking-style problems with multiple valid answers.**","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I chunk a big PDF corpus without overthinking it at first?,"Start simple:

- **Extract text cleanly first** from the PDFs.
- **Remove obvious noise**: broken HTML, duplicate text, boilerplate, OCR errors, repeated headers/footers.
- **Keep useful structure**: titles, section names, page numbers, dates, speaker names, Q&A structure.
- **Store it in a structured format** that’s easy to process, like JSON.
- **Chunk by keeping related context together**, rather than trying to find the perfect chunking strategy right away.
- **Keep metadata** for later filtering or ranking.

The goal is not just to make the text shorter, but to make retrieval more accurate. If you want, I can also suggest a very practical “good enough” chunking recipe for large PDFs.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,"It’s better to start simple with **fixed-size chunks** first, then evaluate.

The recommended approach is:

- **Start with fixed-size chunking**: about **1000 tokens with some overlap**
- Run a small **ground-truth eval**
- Then try **LLM-based section splitting** if needed, indexing each logical section
- Re-run the eval after each change and keep whichever improves hit rate / MRR

So: **fixed-size first, then iterate to LLM-based splitting if it helps**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?","For long legal or financial documents, **yes — hybrid search (BM25 + dense embeddings) is preferred over only embeddings**.

The context specifically says that for **long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching**.

So the short answer is: **BM25 plus dense search is usually better than embeddings alone for that kind of corpus.**","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What are good tools to turn PDFs into cleaner markdown before I chunk them?,"Good options to turn PDFs into cleaner markdown before chunking are:

- **pymupdf4llm** — fast and decent quality
- **Docling** — slower, but higher quality, especially for tables/figures
- **GROBID** — best for academic papers; extracts sections, references, and structure

If your PDFs are scanned or image-based, you may also need OCR tools like **pytesseract/Tesseract** or a hosted OCR service such as **Mistral OCR**.

A good approach is to try a couple on a sample of your documents and compare which gives the cleanest output for your corpus.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What does reproducibility mean for the project review?,"Reproducibility means a reviewer should be able to **clone your repo and follow your README to recreate the system from scratch** using **their own credentials**.

So for the project review:

- **Do not share API keys or hosted-service credentials** in the repository.
- Include a **script or notebook** that can ingest the dataset and rebuild the search index locally.
- Provide a **`.env.example`** with variable names only, and keep the real `.env` in `.gitignore`.
- Use **cheap models** if needed so reviewers don’t spend much credit.
- **Pin dependency versions** and document the required Python version, and Docker version if applicable.

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,"No. Never put your API keys or hosted-service credentials in the repo.

For reproducibility, the reviewer should be able to clone the repo and run your project using their own credentials. You should:

- include a `.env.example` with variable names only, no secret values
- keep the real `.env` in `.gitignore`
- provide a script or notebook to build the data/index locally
- pin dependency versions and document the Python/Docker version if relevant

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from the dataset on their own machine?,"Provide a script or notebook that ingests the dataset and rebuilds the search index locally, so they can run it on their own machine with their own credentials if needed.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What should go into a .env.example file, and should .env be committed?","A `.env.example` file should contain the **variable names only**, with **no secret values**. For example:

```env
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

Then each reviewer or user creates their own `.env` file with their own keys.

And **no, `.env` should not be committed**. It should be added to `.gitignore` so secrets never land on GitHub:

```gitignore
.env
```

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"How do I make the project easier and cheaper for reviewers to run, like with model choice and pinned versions?","To make the project easier and cheaper for reviewers to run:

- **Use a cheap model** like `gpt-4o-mini` or Groq so they don’t burn through credits.
- **Pin dependency versions** in `requirements.txt` or a lock file in `pyproject.toml`.
- **Document the Python version** clearly, and Docker version too if you use Docker.
- **Don’t include API keys** in the repo.
- Provide a **`.env.example`** with variable names only, and tell reviewers to create their own `.env`.
- Include a **script or notebook** that can ingest the dataset and rebuild the search index locally.

If you want, I can also help you draft a reviewer-friendly README checklist.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I reuse the workshop content in my own capstone project, or is it only for the class?","Yes — you can reuse the workshop content in your own capstone project. Since dlt is open-source, the workshop materials can be used for a capstone and even in other projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open-source, am I allowed to use these materials in another project outside the workshop?","Yes. Since dlt is open-source, you can use the workshop content in another project outside the workshop, including capstone or other Zoomcamp projects. You’re also allowed to share it and use it directly in your own projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Could I apply what we learned here to a different Zoomcamp project, like the MLOps one?","Yes — the context says you can use the dlt workshop content for other Zoomcamps, including the MLOps Zoomcamp project, since dlt is open-source and meant to load/store data easily.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is it okay if I share the workshop resources with other people, or are they meant just for students?","Yes — the workshop content is open-source, so you can use it in your own projects and share it with others.

The context specifically says you can use the workshop content for a capstone project and even in other Zoomcamps, and that you should feel free to use it directly in your projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I want to use dlt directly in my own project, do I need any special permission, or can I just go ahead and do it?","Yes — you can just go ahead and use dlt in your own project. Since dlt is open-source, no special permission is needed.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I start a new dlt project for loading data from cloud storage?,"Start a new dlt project with:

```bash
dlt init filesystem duckdb
```

You can find more guidance at the dlt tutorial here: https://dlthub.com/docs/tutorial/filesystem","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What's the command to initialize a dlt pipeline with filesystem and DuckDB?,"```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"If I want to ingest cloud files into DuckDB with dlt, what should I run first?","Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
How can I create a fresh dlt setup for a filesystem source?,"You can create a fresh dlt setup for a filesystem source with:

```bash
dlt init filesystem duckdb
```

For more details, see the dlt filesystem tutorial at dlthub.com.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Is there a quick init command for a dlt project using filesystem plus DuckDB?,"Yes — use:

```bash
dlt init filesystem duckdb
```

","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?","Because not all occurrences of `employee_handbook` were changed to `homework` in your pipeline settings. The table name in `db.open_table()` is correct, but the underlying pipeline likely still uses the old name.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"I changed the table name in one place, but now opening `notion_pages___homework` still fails. What am I missing?","You’re likely missing that **not all references to the old table name were updated**.

From the context: if `db.open_table(""notion_pages___homework"")` still fails, it means you probably changed the table name in one place, but **other pipeline settings still reference `employee_handbook`**. Make sure you replaced **every instance** of `""employee_handbook""` with `""homework""` in your pipeline configuration.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"What could cause `db.open_table(""notion_pages___homework"")` to say the table doesn't exist even though my pipeline ran?","A likely cause is that not all instances of `""employee_handbook""` were changed to `""homework""` in your pipeline settings.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Is there another setting besides the table name I need to update when switching from `employee_handbook` to `homework`?,"Yes — based on the context, you need to change all instances of `employee_handbook` to `homework` in your pipeline settings, not just the table name.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,Make sure you changed all instances of **`employee_handbook`** to **`homework`** in your pipeline settings.,"The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,"The error usually means the table name in your pipeline settings is still set to `employee_handbook` somewhere, instead of `homework`.

Make sure you changed all instances of `employee_handbook` to `homework`, especially the table opening line:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If that’s already correct and you still see the error, I don’t know.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"How do I fix the error saying I should first call db.create_table(notion_pages___homework, data) in the Notion pages homework code?","Make sure you changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings.

Also, the table should be opened like this:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
What table name should I open in line 3 if my script says notion_pages___homework doesn't exist?,"Open this table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you already have that and still get the error, it likely means some `employee_handbook` references were not changed to `homework` in your pipeline settings.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"Is db.open_table supposed to use notion_pages___homework in this exercise, and where exactly should I change it?","Yes — in this exercise `db.open_table()` should use:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you’re seeing the table-not-found error, the context says you likely haven’t changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings.

So you should check the pipeline config/settings and replace every `""employee_handbook""` reference with `""homework""` there, not just in the `open_table` line.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
