question,document,score,reasoning
"When do we get the projects to review and grade, and how are they assigned?",eae0fb50aa,good,"The AI answer preserves the core information from the ground truth: after the submission deadline, an Excel sheet is shared and each participant is assigned 3 projects. The added detail about not choosing projects is not contradicted by the ground truth and does not change the essential meaning. However, the claim that you can’t review them before the list is released is extra and not necessary. Overall, it is semantically equivalent."
Will project review assignments come before or after the submission deadline?,eae0fb50aa,good,"The AI answer matches the ground truth on the key point: project review assignments are distributed after the submission deadline has passed. It omits the extra detail about the Excel sheet and 3 projects per participant, but that is not necessary for semantic equivalence."
How many projects does each participant have to grade in the capstone project?,eae0fb50aa,good,The AI answer matches the ground truth: each participant is assigned 3 projects to grade. It preserves the key information without contradiction.
What happens once the submission deadline is over for project grading?,eae0fb50aa,good,"The AI answer matches the ground truth: after the deadline, an Excel sheet is shared and each participant gets 3 projects assigned. The added phrase 'to review and grade' is consistent with project grading and does not change the meaning."
"Do we get an Excel sheet with the review assignments, and what will it include?",eae0fb50aa,good,"The AI answer preserves the key information from the ground truth: an Excel sheet will be shared after the submission deadline, and it will assign 3 projects to each participant. This is semantically equivalent."
"I already turned in my capstone project, so why am I not seeing anything to review yet?",a8a7fef016,good,"The AI answer preserves the full meaning of the ground truth: review assignments are only released after the submission deadline, and users cannot choose projects or review before the list is released. It is semantically equivalent."
When do the projects for evaluation get assigned after the submission deadline ends?,a8a7fef016,good,"The AI answer states that projects are assigned for evaluation after the submission deadline has passed, which matches the core of the ground truth. It omits the additional details about not choosing projects and not reviewing before release, but those are extra constraints rather than the main answer to the timing question."
"Can I pick which capstone projects I want to review, or is that decided for me?",a8a7fef016,good,"The AI answer matches the ground truth: reviewers cannot choose capstone projects themselves, and projects are assigned after the submission deadline. It preserves the key point and does not introduce any contradiction. It omits the explicit note that you cannot review before the list is released, but that is not essential to the question asked and the core meaning is intact."
Is there any way to start reviewing submissions before the project list is released?,a8a7fef016,good,"The AI answer matches the key point of the ground truth: reviewers cannot start before the project list is released. It correctly answers 'No' and preserves the restriction. It omits the extra detail that projects are assigned after the submission deadline and that reviewers cannot choose projects, but that is not necessary for semantic equivalence."
"I submitted my project already, but I still can't review others — is that normal?",a8a7fef016,good,"The AI answer preserves the key point: after submission, reviewing others is not available until the deadline passes and assignments are released, and you cannot choose which projects to evaluate. This matches the ground truth semantically."
Where can I look for project ideas and datasets for the capstone project?,e76a70cde3,good,"The AI answer conveys the same information as the ground truth: it points to the GitHub page containing project ideas, datasets, tips, and guidelines. Semantically equivalent."
Is there a place with a few dataset options and example ideas for the LLM Zoomcamp project?,e76a70cde3,good,"The AI answer matches the ground truth: it points to the same GitHub page containing project ideas, datasets, tips, and guidelines. This preserves the key information and meaning."
What’s the best link to check for capstone project inspiration and data sources?,e76a70cde3,good,"The AI answer points to the same GitHub page and correctly states that it contains project inspiration, datasets, tips, and guidelines. This matches the ground truth semantically."
"Can you point me to a GitHub page that lists project ideas, datasets, and some guidance?",e76a70cde3,good,"The AI answer points to the same GitHub page and includes the same core information: project ideas, datasets, tips, and guidelines. It is semantically equivalent to the ground truth."
I’m stuck on picking a project — where can I find suggestions and usable datasets?,e76a70cde3,good,"The AI answer exactly matches the ground truth, including the GitHub link and the guidance about ideas, datasets, tips, and guidelines."
"Do I have to use Airflow, Mage, or Kestra for the capstone project, or is a simple Python script enough?",d4f7c08ea1,good,"The AI answer conveys the same key points as the ground truth: no orchestrator is required, a plain Python script is sufficient for full points, a Jupyter notebook earns 1 point instead of 2, and orchestrators should only be used when appropriate, such as for recurring daily ingestion. This is semantically equivalent."
"If I build the ingestion and indexing steps in a Jupyter notebook, will that count for the full pipeline points?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says a Jupyter notebook only earns 1 point instead of 2, and that a plain Python script is enough for full points. It preserves the key distinction and does not introduce any contradiction. It omits the extra orchestrator guidance, but that is not essential to the question asked."
When does it actually make sense to add an orchestrator to a capstone project instead of just using Python?,d4f7c08ea1,good,"The AI answer matches the ground truth: it says an orchestrator is only useful for recurring/scheduled ingestion like a daily feed, and that a plain Python script is sufficient for the capstone criterion without adding an orchestrator just to score points. It preserves the key point and examples."
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,d4f7c08ea1,good,"The AI answer contradicts the ground truth on the key point. The original answer says you do NOT need a workflow tool/orchestrator; a plain Python script is enough for full points. The AI answer says 'Yes' to the question of getting the criterion without setting up a workflow tool, which matches the intent, but it adds 'workflow/orchestration tool' in a way that could confuse. However, it correctly states that a plain Python script is enough for full points and a Jupyter notebook gets 1 point. Since the core meaning is preserved, the answer is semantically equivalent."
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?",d4f7c08ea1,good,"The AI answer matches the ground truth: it says no, a plain Python script is enough for full points, and an orchestrator should only be used when it fits the project, such as recurring daily updates. It preserves the key point that you should not add one just to score the criterion. The notebook-specific scoring detail is omitted, but the question did not require it and the core answer is intact."
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,9b0e2d6a47,good,"The AI answer preserves the two key evaluation approaches from the ground truth: synthetic ground truth via LLM-generated queries for each item and LLM-as-a-judge for end-to-end relevance/usefulness. It also correctly mentions the same metrics (hit rate, MRR, NDCG) and the point that NDCG is often better for ranking-style tasks with multiple acceptable answers. No key information is missing or contradicted."
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,9b0e2d6a47,bad,"The AI answer correctly describes the synthetic ground-truth approach and the suggested metrics, including the note that NDCG is often better than hit rate for ranking-style retrieval. However, it omits the second complementary approach from the ground truth: using an LLM as a judge to evaluate end-to-end quality. Since the question asks for a good way and the original answer explicitly provides two approaches, the AI answer is incomplete."
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?",9b0e2d6a47,bad,"The AI answer captures the key point that NDCG is often the best fit for ranking-style RAG and explains how hit rate, MRR, and NDCG differ. However, it misses a major part of the original answer: the two complementary evaluation approaches (synthetic ground truth and LLM-as-a-judge) and the suggestion to measure all three metrics on synthetic queries. Since the question asks which metrics to use, the omission of the evaluation setup is not fatal, but the answer should still reflect that the original recommends using hit rate/MRR/NDCG together on synthetic ground truth and also LLM judgments for end-to-end quality. Because that broader guidance is missing, this is only partially equivalent."
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,9b0e2d6a47,good,"The AI answer matches the ground truth well. It includes the end-to-end LLM-as-a-judge approach with sampling queries, running the full RAG pipeline, and scoring with a fixed 1–5 rubric. It also correctly mentions synthetic ground truth as a complementary retrieval evaluation method and notes that NDCG is often better than hit rate for ranking-style problems. The extra details are consistent and do not change the meaning."
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?",9b0e2d6a47,good,"The AI answer captures the key point: for recommender/ranking tasks with multiple acceptable items, NDCG is preferable because it rewards higher-ranked good items rather than only checking whether the first result is correct. This matches the ground truth's core explanation. The extra ground-truth details about synthetic ground truth and LLM-as-a-judge are not required for this specific question and are not missing a necessary part of the answer."
How should I chunk a big PDF corpus without overthinking it at first?,6f2a8b3d10,good,"The AI answer preserves the full core advice from the ground truth: start with simple fixed-size overlapping chunks, evaluate on a small ground-truth set, iterate to LLM-based sectioning, optionally add summaries, use hybrid BM25+dense retrieval for long structured docs, and use the listed PDF parsing tools before re-running evals. It is semantically equivalent."
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,6f2a8b3d10,good,"The AI answer preserves the main recommendation: start with simple fixed-size chunking, then experiment with LLM-based section splitting, and evaluate using hit rate/MRR. It also includes the summary-per-chunk and hybrid search advice for structured documents. This is semantically aligned with the ground truth."
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",6f2a8b3d10,bad,"The AI answer does not address the question or the ground-truth guidance. The expected answer is that you should iterate: start with simple chunking, then try LLM-based sectioning, and you can add short summaries per chunk to index alongside the chunk or boost retrieval; it can help, especially as part of hybrid approaches and evaluation. Saying 'I don’t know' misses the key point entirely."
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?",6f2a8b3d10,good,"The AI answer correctly captures the key point from the ground truth: for long, structured legal/financial documents, hybrid search (BM25 + dense) is preferred over embeddings alone because exact wording matters. It omits the extra guidance about chunking and evaluation, but that is not required to answer the question asked."
What are good tools to turn PDFs into cleaner markdown before I chunk them?,6f2a8b3d10,good,"The AI answer correctly lists the same three PDF-to-markdown tools from the ground truth and preserves their main descriptions. It omits the surrounding chunking advice, but the question only asks about tools, so the core answer matches."
What does reproducibility mean for the project review?,e5d8a2c761,good,"The AI answer matches the ground truth on the core definition of reproducibility and includes the key implementation points: no secrets in the repo, local rebuild script/code, .env.example with .env ignored, and pinned dependencies with Python version documented. It omits the suggestion to use a cheap model and the Docker version note, but those are extra details rather than essential to the definition. Semantically equivalent overall."
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,e5d8a2c761,good,"The AI answer correctly says not to put API keys or service credentials in the repo, and explains that reviewers should use their own credentials. It also mentions a `.env.example`, README instructions, and `.env` in `.gitignore`, which matches the core guidance from the ground truth. It omits some extra details like rebuilding the index, using a cheap model, and pinning dependencies, but those are supporting details rather than the main point asked in the question."
How should I let someone rebuild the search index from the dataset on their own machine?,e5d8a2c761,bad,"The AI answer captures the main actionable advice: provide a local rebuild script/notebook and a .env.example with no secrets so others use their own credentials. However, it omits several key points from the original answer, notably that API keys/hosted-service credentials should never be shared in the repo, and the additional reproducibility guidance about using a cheap model and pinning/documenting dependency versions. The core answer is mostly preserved, but it is incomplete relative to the ground truth."
"What should go into a .env.example file, and should .env be committed?",e5d8a2c761,good,"The AI answer correctly says `.env.example` should list variable names without secret values and that `.env` should not be committed and should be gitignored. This matches the key point in the original answer about using `.env.example` for variable names and keeping `.env` out of version control. It omits some extra context from the ground truth (reproducibility, scripts, model choice, dependency pinning), but those are not required to answer the direct question."
"How do I make the project easier and cheaper for reviewers to run, like with model choice and pinned versions?",e5d8a2c761,good,"The AI answer matches the ground truth on all key points: it advises using a cheap model, pinning dependencies and versions, providing a local rebuild script, shipping a .env.example, keeping secrets out of the repo, and using the reviewer’s own credentials. The core reproducibility message is preserved."
"Can I reuse the workshop content in my own capstone project, or is it only for the class?",d850a0e7ea,good,"The AI answer preserves the key point that the workshop content can be reused in a capstone project and that the materials are open-source and usable directly in projects. It does not mention the extra note that it can also be used for other Zoomcamps, but that is not essential to the core question."
"Since dlt is open-source, am I allowed to use these materials in another project outside the workshop?",d850a0e7ea,good,"The AI answer preserves the key point: because dlt is open-source, the workshop content can be used in other projects outside the workshop. It omits extra encouragement/examples from the ground truth, but that is not necessary for semantic equivalence."
"Could I apply what we learned here to a different Zoomcamp project, like the MLOps one?",d850a0e7ea,good,"The AI answer preserves the core meaning: dlt and the workshop materials can be used in other Zoomcamps, including the MLOps Zoomcamp project. It is semantically equivalent, though it omits some extra encouragement and the capstone-project/open-source details. Those omissions do not change the main answer."
"Is it okay if I share the workshop resources with other people, or are they meant just for students?",d850a0e7ea,good,"The AI answer captures the main idea that the workshop materials are usable beyond just students because dlt is open-source, and it can be used in personal projects. However, the original answer also explicitly encourages using it for a capstone project and even other Zoomcamps, and says to feel free to ask questions or use it directly in projects. The AI answer is slightly less complete but not incorrect; it preserves the core permission to use/share beyond students."
"If I want to use dlt directly in my own project, do I need any special permission, or can I just go ahead and do it?",d850a0e7ea,good,"The AI answer preserves the key point from the ground truth: dlt is open-source, so it can be used directly in personal projects without special permission. It omits the extra examples (capstone, other Zoomcamps), but those are not essential to the core answer."
How do I start a new dlt project for loading data from cloud storage?,6bceeebf04,good,"The AI answer matches the ground truth: it gives the same command to initialize the dlt project with filesystem and duckdb, and includes the same reference link for more directions. No key information is missing or altered."
What's the command to initialize a dlt pipeline with filesystem and DuckDB?,6bceeebf04,good,"The AI answer matches the ground truth command exactly, just without formatting and extra wording. It conveys the same information: initialize a dlt pipeline with filesystem and DuckDB using `dlt init filesystem duckdb`."
"If I want to ingest cloud files into DuckDB with dlt, what should I run first?",6bceeebf04,good,"The AI answer matches the ground truth key instruction exactly: it tells the user to run `dlt init filesystem duckdb` first. It preserves the essential command and does not introduce any incorrect information. The extra note about more directions is omitted, but that is not necessary for equivalence."
How can I create a fresh dlt setup for a filesystem source?,6bceeebf04,good,The AI answer gives the exact command from the ground truth and preserves the key instruction to initialize a fresh dlt setup for a filesystem source. The extra note about the tutorial is consistent with the original answer.
Is there a quick init command for a dlt project using filesystem plus DuckDB?,6bceeebf04,good,The AI answer matches the ground truth exactly by providing the same init command for a dlt project using filesystem plus DuckDB. It conveys the key information correctly.
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?",0407213397,good,The AI answer conveys the same core point as the ground truth: the error occurs because not all instances of 'employee_handbook' were changed to 'homework' in the pipeline settings. The extra suggestion to inspect existing table names is harmless and does not change the meaning.
"I changed the table name in one place, but now opening `notion_pages___homework` still fails. What am I missing?",0407213397,good,The AI answer preserves the key point from the ground truth: the failure is because some occurrences of the old table name 'employee_handbook' were not changed to 'homework' in the pipeline settings. The added note about not just updating the open_table line is consistent and does not change the meaning.
"What could cause `db.open_table(""notion_pages___homework"")` to say the table doesn't exist even though my pipeline ran?",0407213397,good,"The AI answer preserves the core ground-truth explanation: not all instances of ""employee_handbook"" were changed to ""homework"" in the pipeline settings, which would cause the expected table name to differ even if the pipeline ran. This is semantically equivalent."
Is there another setting besides the table name I need to update when switching from `employee_handbook` to `homework`?,0407213397,good,"The AI answer matches the ground truth: it says that all instances of the old table name should be updated in the pipeline settings, not only the table name. This conveys the same key point without contradiction."
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,0407213397,good,The AI answer conveys the same key point as the ground truth: the FileNotFoundError is caused by not replacing all occurrences of 'employee_handbook' with 'homework' in the pipeline settings. The extra code snippet and explanation are consistent with the issue and do not change the meaning.
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,e95bfafc0e,good,"The AI answer identifies the correct fix: open the homework table with db.open_table(""notion_pages___homework""). The extra note about changing ""employee_handbook"" occurrences to ""homework"" is not in the ground truth, but it does not contradict the core answer. The essential information matches the original answer."
"How do I fix the error saying I should first call db.create_table(notion_pages___homework, data) in the Notion pages homework code?",e95bfafc0e,good,"The AI answer includes the key fix from the ground truth: open the correct table with db.open_table(""notion_pages___homework""). The extra advice about pipeline settings and listing table names is not contradicted and does not change the core answer. It conveys the same essential information."
What table name should I open in line 3 if my script says notion_pages___homework doesn't exist?,e95bfafc0e,good,"The AI answer matches the ground truth exactly in substance: it tells the user to open the table named ""notion_pages___homework"" in line 3, with the same code snippet. No information is missing or incorrect."
"Is db.open_table supposed to use notion_pages___homework in this exercise, and where exactly should I change it?",e95bfafc0e,good,"The AI answer matches the ground truth: it says to use db.open_table(""notion_pages___homework"") and identifies line 3 as the place to change it. The extra note about changing other occurrences is not contradictory and does not alter the core answer."
I keep seeing Table notion_pages___homework does not exist — what’s the correct table to open in main()?,e95bfafc0e,good,"The AI answer states the same correct table name to open in main(), matching the ground truth exactly. The additional troubleshooting note does not contradict the answer, even if it is extra. Core information is equivalent."
How can I list all tables that are currently in the database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning and method. It correctly states that `db.table_names()` can be used to list all tables in the database.
Is there a way to see the table names from the db object?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it says to use `db.table_names()` to list all tables in the database. This is semantically equivalent and correct.
What method should I use to check which tables exist in my database?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it recommends using `db.table_names()` to list all tables in the database. No key information is missing or incorrect.
How do I find out what tables were created in the db?,e394e6f738,good,The AI answer exactly matches the ground truth and correctly identifies `db.table_names()` as the method to list all tables in the database.
Can I get a list of all tables with db.table_names()?,e394e6f738,good,The AI answer matches the ground truth exactly in meaning: it confirms that `db.table_names()` can be used to list all tables in the database. No key information is missing or incorrect.
"Does dlt currently support connectors for ClickHouse or StarRocks, or is that still missing?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt currently lacks connectors for ClickHouse and StarRocks and notes that community contributions are welcome to add them. No key information is missing or incorrect.
Can I use dlt to load data into ClickHouse or StarRocks right now?,cd19f122f3,bad,"The ground truth says DLT currently does not have connectors for ClickHouse or StarRocks, though community contributions are welcome. The AI answer 'I don't know' fails to convey this information and is therefore not semantically equivalent."
Are there official dlt connectors available for ClickHouse and StarRocks?,cd19f122f3,bad,"The AI answer does not convey the ground truth. The correct response is that DLT currently does not have connectors for ClickHouse or StarRocks, though community contributions are welcome. Saying 'I don't know' omits this key information and is not semantically equivalent."
"If dlt doesn't support ClickHouse or StarRocks yet, is the project open to community-built connectors?",cd19f122f3,good,The AI answer matches the ground truth: it states that DLT currently lacks ClickHouse and StarRocks connectors and is open to community contributions to add them. No key information is missing or contradicted.
"Has anyone added ClickHouse or StarRocks connectors to dlt, or are those still not included?",cd19f122f3,good,The AI answer matches the ground truth: it states that dlt does not currently have ClickHouse or StarRocks connectors and that community contributions are welcome to add them. This is semantically equivalent.
"Why am I getting a 401 Unauthorized from the Notion API in the notebook, and what should I check first?",0dfba07ace,good,"The AI answer correctly identifies the 401 as an authorization issue and covers the key first checks from the ground truth: API key/token validity and permissions, token expiration, correct endpoint, and access/secret configuration. It preserves the main guidance and adds no incorrect information."
My notebook says it has no secret access to api.notion.com/v1/search — is this an API key problem?,0dfba07ace,good,"The AI answer conveys the same core meaning as the ground truth: the error typically indicates an authorization issue with the Notion API, and it lists the same checks (API key/token, permissions, endpoint, expiry, configurations, docs). It is semantically equivalent."
How do I fix a Notion API authorization error in the dlt workshop notebook?,0dfba07ace,good,"The AI answer preserves the core guidance from the ground truth: check the API key/token, verify the endpoint, ensure the token hasn’t expired, and review configurations/permissions. It also includes the same fallback advice to consult the API docs and confirm authentication steps. This is semantically equivalent."
Could the Notion token have expired if I get Unauthorized when calling the search endpoint?,0dfba07ace,good,"The AI answer conveys the key point from the ground truth: an Unauthorized error can indicate an authorization issue and the token may have expired, with regeneration as a remedy. This is semantically aligned with the original answer, though it is more concise and focuses on one cause rather than listing all troubleshooting steps."
What settings or permissions do I need to verify when the notebook can’t access Notion and returns 401?,0dfba07ace,good,"The AI answer matches the ground truth closely: it mentions checking the API key/token, permissions, correct endpoint, token expiry, and application configuration, and correctly identifies the 401 as an authorization issue. It preserves the core guidance without omitting key points."
"Why do I get a 401 Client Error when using the API key, and how do I tell if it's just not granted access yet?",4b30b918bc,good,"The AI answer captures the main point that a 401 Client Error can mean either the key is incorrect or access has not been granted yet. Although it adds extra generic troubleshooting steps and omits the unrelated install command/image from the ground truth, the core semantic answer matches the FAQ."
What's the easiest way to force-install requests 2.32.3 instead of the older 2.28 version for lancedb?,4b30b918bc,good,"The AI answer gives the same installation command as the ground truth for forcing requests 2.32.3 from the source. It omits the extra note about a 401 Client Error, but that is not essential to the asked installation method. The core answer matches."
Can I install requests straight from the GitHub release zip to match the version lancedb needs?,4b30b918bc,good,"The AI answer conveys the same core instruction as the ground truth: install the matching requests version directly from the GitHub release zip using the provided pip command. It omits the unrelated 401 Client Error note, but that does not change the key answer to the user’s question."
"If pip keeps pulling requests v2.28, what exact install command should I run to get v2.32.3?",4b30b918bc,good,"The AI answer gives the exact install command needed to install requests v2.32.3 from the GitHub tag archive, matching the ground truth's core instruction. It omits the extra 401-error note, which is not essential to the install command request."
How do I fix the requests version mismatch when setting up the dlt workshop environment?,4b30b918bc,good,"The AI answer gives the exact installation command from the ground truth and conveys the fix for the requests version mismatch. It omits the extra note about a possible 401 Client Error and key access, but that is ancillary. The core answer matches."
